gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
GENE_0015,647.5137199474631,1.1742154302409071,0.17132274349746918,6.853821076349113,7.190300618021479e-12,3.9946114544563773e-10
GENE_0016,658.506406188719,1.3200186564318834,0.18219083242159398,7.245252897123432,4.316330442218025e-13,2.6001990615771235e-11
GENE_0017,644.2869286532725,1.2353301323718378,0.17499133914855358,7.059378700583244,1.6724869833999997e-12,9.611994157471263e-11
GENE_0018,589.927196819618,1.0987512122444354,0.16991496163470643,6.466477122871604,1.0031400576822942e-10,5.170825039599455e-09
GENE_0019,721.7660045114928,1.3858928784326838,0.15645149978375772,8.858290782435585,8.125055254599039e-19,7.386413867817308e-17
GENE_0020,628.7247221487868,1.1466336507497992,0.17051483869181763,6.724538811675995,1.761494643823968e-11,9.369652360765788e-10
GENE_0021,637.8149544990493,1.2123864926475547,0.18294343947926653,6.6271110683089445,3.4232006831650466e-11,1.7829170224817952e-09
GENE_0022,667.2320598577705,1.473339186335546,0.17395273155985097,8.46976746570158,2.4588339775673235e-17,2.083757608107901e-15
GENE_0023,683.5291494447711,1.200517031600211,0.16826489644742504,7.134684993404532,9.700906488452847e-13,5.706415581442851e-11
GENE_0024,627.6432356610426,1.2804092809454268,0.1730350191072957,7.3997118476432195,1.364803279586741e-13,8.530020497417131e-12
GENE_0025,655.872453905984,1.3258751470017776,0.19437498754604127,6.82122305827914,9.026865200507315e-12,4.905905000275715e-10
GENE_0026,615.0864369333325,1.305635264036085,0.19574667582914862,6.670025217570837,2.5575947424040897e-11,1.3461024960021525e-09
GENE_0027,605.3978269775635,1.4950408028365334,0.20103057088682022,7.436882839467427,1.0308890327366012e-13,6.524614131244312e-12
GENE_0028,647.7893896433179,1.1932175220619499,0.1539464561260853,7.750860604966967,9.127183663612862e-15,6.519416902580616e-13
GENE_0029,645.3740224217865,1.3503189697012494,0.17831881064586222,7.572498744302178,3.661127567001862e-14,2.4086365572380668e-12
GENE_0030,683.5831340604637,1.0686588143867144,0.13321949475446077,8.02179002672528,1.0421517642632892e-15,8.141810658306947e-14
GENE_0031,695.4011785334806,1.4949400867535052,0.15407665083770905,9.702573872326347,2.93987032196317e-22,2.826798386503048e-20
GENE_0032,688.1499847356988,1.3611988108737283,0.17448789494765754,7.8011074136808025,6.136625002318785e-15,4.579570897252825e-13
GENE_0033,675.673566778851,1.4860144880144326,0.1563004905828822,9.507420497995408,1.954487820966523e-21,1.8438564348740785e-19
GENE_0034,653.1371403060423,1.5192840966244514,0.2056410387291989,7.388039401148624,1.4900959296887274e-13,9.198123022769922e-12
GENE_0035,650.2405464114247,1.1237862042758118,0.14593328857366508,7.700684437797345,1.353393383017504e-14,9.530939317024676e-13
GENE_0036,610.8472071306627,1.4465505860691623,0.19051864262931492,7.592698363296983,3.133113164838208e-14,2.1169683546204106e-12
GENE_0037,645.5649636005977,1.3597177230810598,0.1819607371531093,7.472588561437499,7.86324128895396e-14,5.040539287791e-12
GENE_0038,677.7588272849739,1.0841246442662429,0.14372235893326543,7.543187102638876,4.5862240684539945e-14,2.978067576918178e-12
GENE_0039,640.6380969913714,1.1589897009036274,0.1621089327106771,7.149449950251211,8.712630722372179e-13,5.1860897156977254e-11
GENE_0040,619.965703000288,1.1809274951838047,0.17044206126629577,6.928615427495585,4.249793428513055e-12,2.387524398041042e-10
GENE_0041,656.5096534585131,1.197718205753103,0.13951934313307576,8.584603244660494,9.115045618758864e-18,7.995654051542864e-16
GENE_0042,722.1202880310344,1.3407920134999287,0.13196710081459653,10.160047505958602,2.9893075988106743e-24,2.930693724324191e-22
GENE_0043,662.7948555425568,1.3940225719252743,0.1749538448464179,7.967944763654712,1.6133494126908538e-15,1.2410380097621953e-13
GENE_0044,686.7610589818156,1.1533578891153053,0.1428456746597474,8.07415339570174,6.794641482240546e-16,5.392572604952815e-14
GENE_0045,658.2595646132918,1.2562035241708467,0.15941409484555877,7.8801283248376714,3.270450293452192e-15,2.4776138586759025e-13
GENE_0046,659.9245900668824,1.14724023278271,0.1578927196968726,7.265947631944131,3.7043208573182416e-13,2.2587322300720986e-11
GENE_0047,679.608551797511,1.2064141639611203,0.14676311681162008,8.220145430064903,2.03256552548756e-16,1.6391657463609352e-14
GENE_0048,681.1640252798663,1.086947031497035,0.17036523391009595,6.380098841472737,1.7697372377696808e-10,8.93806685742263e-09
GENE_0049,676.2190026392749,1.5308985336227436,0.1745832777944219,8.76887267190293,1.8046397646450955e-18,1.6112855041474067e-16
GENE_0050,212.13251282248922,-5.693520343716843,0.19890902611651212,-28.623740485169485,3.4035275897775865e-180,1.5470579953534485e-177
GENE_0051,193.05056953826573,-5.6999134222486925,0.23252015446503768,-24.513631669317274,1.0570536923182862e-132,1.2583972527598645e-130
GENE_0052,205.64583288188027,-5.911834624142003,0.2237120213195288,-26.426092747595828,6.871244586964925e-154,1.374248917392985e-151
GENE_0053,189.5526868085016,-5.645381454591408,0.20430659125067396,-27.63191055184709,4.604283911680064e-168,1.2789677532444622e-165
GENE_0054,178.56322734821543,-5.833197668485387,0.21930037748394204,-26.599122789528785,6.948528354899539e-156,1.5792109897498953e-153
GENE_0055,191.46492845629248,-5.633365736413721,0.20216223653727747,-27.865568925752175,6.976994292755718e-171,2.3256647642519056e-168
GENE_0056,211.35908400304666,-5.859265429823903,0.18864198097082946,-31.060241202248335,8.297830789811603e-212,8.297830789811603e-209
GENE_0057,161.19519019389224,-5.344078196597923,0.22096668847156872,-24.18499473184409,3.200367857736203e-129,3.478660714930656e-127
GENE_0058,185.31265881578085,-5.618915116476852,0.22568188354586316,-24.89750186498675,7.918427287236092e-137,1.0151829855430888e-134
GENE_0059,170.5106412347339,-5.6995929339295675,0.22165239114211568,-25.714105336563637,8.129335748330098e-146,1.2317175376257722e-143
GENE_0060,178.19116177527715,-5.61952712285357,0.2183972144370488,-25.73076372488877,5.292756752384671e-146,8.269932425601049e-144
GENE_0061,190.0054117209515,-5.957057026540286,0.22874394282994412,-26.04246894077961,1.6373769462369076e-149,3.0321795300683474e-147
GENE_0062,208.59962512129772,-5.708344211096137,0.18799759321300805,-30.363921758447077,1.6457370277652302e-202,1.175526448403736e-199
GENE_0063,190.01846353965502,-5.805970325236824,0.21362801439985243,-27.177944529174233,1.1840067401014834e-162,3.115807210793377e-160
GENE_0064,181.89384534679274,-5.723945692478554,0.21581681133964692,-26.522241974330516,5.3700547210949365e-155,1.1187614002281119e-152
GENE_0065,215.87487960803145,-5.937551334305552,0.19565710958832733,-30.346719047411398,2.7758239401800376e-202,1.7348899626125235e-199
GENE_0066,201.95877481634324,-5.68067876111319,0.19928857550028428,-28.504788831234766,1.0217971317872891e-178,3.9299889684126505e-176
GENE_0067,196.01091904535463,-5.718965692976683,0.22337468452080714,-25.602568640422486,1.4283059092253458e-144,2.1004498665078616e-142
GENE_0068,201.99687461582587,-5.903003291799194,0.2133869383709837,-27.66337685363165,1.926842965773815e-168,5.667185193452397e-166
GENE_0069,189.39774957044705,-5.682538594491789,0.23122920965104052,-24.575349295478674,2.3180739922939022e-133,2.897592490367378e-131
GENE_0070,214.4447971675997,-6.212945962697102,0.19354903878355964,-32.100112724635444,4.392917204989347e-226,1.0982293012473367e-222
GENE_0071,195.47724256842747,-5.832185785557801,0.21912892182419474,-26.615317307301467,4.51331468918725e-156,1.0745987355207739e-153
GENE_0072,214.18084440849105,-5.897667966841406,0.2005469767431841,-29.407912612882843,4.3505289653381893e-190,2.1752644826690948e-187
GENE_0073,196.9462097332663,-5.834434125758721,0.23311244842675305,-25.02841081690228,3.00019057064755e-138,3.94761917190467e-136
GENE_0074,186.35459479501571,-5.635618615995912,0.23212678539623502,-24.278191792369167,3.3324390269151115e-130,3.786862530585354e-128
GENE_0075,206.91408795505902,-5.75395208784135,0.17267855191914885,-33.321753187595945,1.8694783934990182e-243,9.347391967495091e-240
GENE_0076,175.9052811907396,-5.538441368494013,0.22576841504467612,-24.531515479692054,6.812687385678785e-133,8.308155348388762e-131
GENE_0077,200.8428068674332,-5.764255064619836,0.22791322059712948,-25.29144667219202,3.9671416074336776e-141,5.3610021722076725e-139
GENE_0078,189.5846388834478,-6.02020708490772,0.21453067129473366,-28.06222088699307,2.8338015295510055e-173,1.0120719748396448e-170
GENE_0079,175.97997034760658,-5.713342867431489,0.21940034744823272,-26.040719323744675,1.7138209369582357e-149,3.060394530282564e-147
GENE_0080,207.7654729663881,-5.865404203754282,0.1868599331645384,-31.389309117377966,2.8313271842672566e-216,4.718878640445428e-213
GENE_0081,177.25901804157317,-5.762166240970285,0.24274920681726858,-23.737116658460604,1.4927195408086904e-124,1.5879995114986069e-122
GENE_0082,199.24220406467694,-5.870636940134209,0.2113055694660525,-27.78268909318721,7.022107083891888e-170,2.194408463716215e-167
GENE_0083,202.53503765298592,-5.768840892208714,0.18593515545271586,-31.026090134287468,2.3980697470631134e-211,1.998391455885928e-208
GENE_0084,189.49979378324835,-5.8282162941123,0.22566889090674175,-25.82640553908171,4.480410532518826e-147,7.226468600836816e-145
GENE_0085,177.40724088923358,-5.748183125439151,0.26620743316258644,-21.592872359534912,2.0957431146757498e-103,2.09574311467575e-101
GENE_0086,198.73898654817714,-5.9618323344866635,0.22732989993584574,-26.225465001168516,1.3618864361329788e-151,2.6190123771788057e-149
GENE_0087,176.32559096463788,-5.447493399644504,0.2150258011353611,-25.334138372609747,1.344091525870502e-141,1.866793785931253e-139
GENE_0088,173.39804030210414,-5.584046067042554,0.2358352305880542,-23.677743368192942,6.1146244936495356e-124,6.369400514218267e-122
GENE_0089,192.36083464988306,-5.759824841057505,0.20147682984237977,-28.58802595595511,9.465972650641323e-180,3.9441552711005513e-177
GENE_0090,182.79074437135944,-5.544678394055572,0.2146854160547658,-25.826991399551503,4.4130286412682247e-147,7.226468600836816e-145
GENE_0091,173.0654785791447,-5.638718258902442,0.24567563538435794,-22.951882265739144,1.4110588039281865e-116,1.4398559223757006e-114
GENE_0092,179.90515846644573,-5.85163725020401,0.23953161876654042,-24.429498202937918,8.312743623661069e-132,9.665980957745428e-130
GENE_0093,216.44711186445133,-5.7023451797501945,0.1911613336319473,-29.83001358804711,1.5948995003904505e-195,8.860552779946947e-193
GENE_0094,186.55233704354217,-5.764440175712008,0.2268603117280042,-25.409645838022673,1.9730277890651144e-142,2.8186111272358777e-140
GENE_0095,185.1525344143101,-5.822991941227841,0.2143741207841381,-27.162756026373373,1.7898622763269854e-162,4.4746556908174635e-160
GENE_0096,172.45675536891488,-5.703535376150786,0.214724453805273,-26.562113793164645,1.8608906533859524e-155,4.0454144638825055e-153
GENE_0097,150.59077193152223,-5.509343353967377,0.22756719944460807,-24.20974273714873,1.7566522321886074e-129,1.951835813542897e-127
GENE_0098,190.83692658728077,-5.7675257737153585,0.22233586980773315,-25.94059959242238,2.3213732266539522e-148,4.002367632161987e-146
GENE_0099,191.91318538764116,-5.697219301553999,0.1825207746454463,-31.21408679434475,6.861445374356779e-214,8.576806717945973e-211
GENE_0100,377.8692996912948,-0.06084019311554666,0.22617982052553506,-0.2689903678152312,0.787937094957136,0.9995555508712928
GENE_0101,373.00132689389864,-0.1777803335211963,0.20261429960341235,-0.8774323128682187,0.3802518685899069,0.9995555508712928
GENE_0102,383.0986100585475,0.12972828114768653,0.20416352532514023,0.6354136026064794,0.5251586987623518,0.9995555508712928
GENE_0103,350.1145278144592,-0.14721154501778114,0.23633642204299488,-0.6228897930552577,0.5333569458873412,0.9995555508712928
GENE_0104,366.3855046138331,-0.08028873604268147,0.2049945586334777,-0.3916627669431685,0.695307404132071,0.9995555508712928
GENE_0105,358.2216751094617,0.39983798076585847,0.2262427926330842,1.7672959925592295,0.07717867063607282,0.9995555508712928
GENE_0106,364.01497308605656,-0.28747846731672516,0.20591883580276757,-1.3960765958878902,0.16269143074333758,0.9995555508712928
GENE_0107,368.01564856158,-0.11401366927153617,0.20488759861201458,-0.5564693521907011,0.5778900401167022,0.9995555508712928
GENE_0108,351.01109550740034,0.3021499161141417,0.22733717857974672,1.3290827219805215,0.1838206799265556,0.9995555508712928
GENE_0109,353.4400693380834,-0.13886024813868836,0.21276978646666167,-0.6526314212400922,0.5139939237367199,0.9995555508712928
GENE_0110,379.28136310238284,-0.00593442674040326,0.22752513369831667,-0.02608251072724088,0.9791915267354302,0.9995555508712928
GENE_0111,362.7435033140327,0.18111279426427757,0.2405269688986935,0.7529833144846211,0.45145994071943474,0.9995555508712928
GENE_0112,346.4288108300771,0.13250822590971975,0.2408085936649338,0.5502636923917031,0.5821385233228357,0.9995555508712928
GENE_0113,376.6273076482268,0.0638415902832444,0.21208345789335198,0.3010210740497625,0.7633984246322869,0.9995555508712928
GENE_0114,426.37864013310383,-0.07055783217833293,0.1889647510095098,-0.3733915018615406,0.7088570834466152,0.9995555508712928
GENE_0115,362.9981236070331,0.25242965858670374,0.2160916278682401,1.1681602895815122,0.2427421150841218,0.9995555508712928
GENE_0116,373.9251739404821,0.21897044004522004,0.2112170254606406,1.036708284134151,0.2998718300655874,0.9995555508712928
GENE_0117,395.8075073287671,-0.005658624113018268,0.20822736751168275,-0.02717521803516431,0.9783199815478764,0.9995555508712928
GENE_0118,407.78619306298395,-0.05164001919996971,0.208663415804188,-0.24747998589474474,0.8045367787974291,0.9995555508712928
GENE_0119,390.3171407764975,-0.10382405869428385,0.2108149039555879,-0.49248917769189754,0.6223735706854214,0.9995555508712928
GENE_0120,372.52942019448403,-0.04642624841035882,0.21649674406026934,-0.21444317147529238,0.8302014786303822,0.9995555508712928
GENE_0121,373.10650459236,-0.12458635976975503,0.21194405864068816,-0.5878266207073447,0.5566486738202021,0.9995555508712928
GENE_0122,366.2146591078487,-0.021403550640191882,0.19935564911319356,-0.10736365252453421,0.9145004888742626,0.9995555508712928
GENE_0123,372.537187539492,0.06788505122585714,0.23902335418851953,0.2840101188284543,0.7764026261133328,0.9995555508712928
GENE_0124,341.86172896987483,-0.1673936217780606,0.20943606700809383,-0.7992588104301611,0.42414035718379894,0.9995555508712928
GENE_0125,367.8441924890996,-0.11835445744165479,0.2064233044358863,-0.5733580215910888,0.5664023071654956,0.9995555508712928
GENE_0126,390.10530061110467,0.034589622752633824,0.19967443205971588,0.17323010460492627,0.8624705612936747,0.9995555508712928
GENE_0127,384.3542940112932,-0.09293020772322509,0.21951461485481785,-0.4233440574546123,0.6720442542600702,0.9995555508712928
GENE_0128,382.96058893265814,0.1437495425046798,0.2023740137779619,0.7103162101750725,0.4775080697595242,0.9995555508712928
GENE_0129,364.1597862996831,-0.0780857188169502,0.21165261437094307,-0.36893340084189513,0.7121773665310613,0.9995555508712928
GENE_0130,368.2967465784899,-0.04165264506177661,0.1963834738353101,-0.21209852462792816,0.8320301706973567,0.9995555508712928
GENE_0131,376.126817206058,-0.26392711108346717,0.20798654002183337,-1.268962458127153,0.2044544540657559,0.9995555508712928
GENE_0132,398.49551687111955,-0.05357082026916243,0.19386201094005992,-0.27633480128154636,0.782290928570735,0.9995555508712928
GENE_0133,376.4383684880577,0.06798650042250833,0.21979749461364295,0.3093142646690039,0.7570824810359087,0.9995555508712928
GENE_0134,368.03624624290234,0.02737606518342481,0.22015555583821653,0.12434873641591122,0.9010391606318634,0.9995555508712928
GENE_0135,360.5776457384862,0.061533713315145136,0.2391885948797675,0.25726023160124406,0.7969778900609841,0.9995555508712928
GENE_0136,356.2555883875934,0.23693037736805794,0.2268854962582556,1.044272909795735,0.29635914273342345,0.9995555508712928
GENE_0137,339.83227376927806,0.3133879701930457,0.21582469072249694,1.4520487398542998,0.1464880534549837,0.9995555508712928
GENE_0138,337.40767756477436,0.2571481238364394,0.22940957897288106,1.1209127578183535,0.2623249998278173,0.9995555508712928
GENE_0139,411.3092070010471,0.0017256755979617971,0.18113894714221304,0.009526805941998553,0.9923988236057897,0.9995555508712928
GENE_0140,351.2271303413505,-0.4140624101701516,0.21145077477164603,-1.958197649629394,0.050206824829182456,0.9995555508712928
GENE_0141,389.5988916345153,-0.05384790970443013,0.2244163132200204,-0.2399465035843317,0.8103717290697486,0.9995555508712928
GENE_0142,357.8262848138875,0.042545257260969596,0.22601944042531164,0.1882371586307361,0.8506907447302487,0.9995555508712928
GENE_0143,381.9899490650938,-0.011597789132865502,0.21546818384743557,-0.05382599382318753,0.9570737994591941,0.9995555508712928
GENE_0144,401.4395834394147,-0.08308398342674128,0.21737678180402767,-0.3822118569297996,0.7023042277402396,0.9995555508712928
GENE_0145,370.72725914215755,-0.03319014415838095,0.20382040478415367,-0.16284014445722156,0.8706442993962165,0.9995555508712928
GENE_0146,404.2112031872628,0.22641244209147493,0.20094674462715342,1.1267285892666328,0.2598572510132534,0.9995555508712928
GENE_0147,380.8791998175426,-0.12748071654784063,0.23242243004854737,-0.5484871512668249,0.5833574493483347,0.9995555508712928
GENE_0148,385.8259481665345,-0.13451049919917477,0.21403789061783116,-0.6284424632054794,0.529714127246602,0.9995555508712928
GENE_0149,344.65062879630057,0.3739215572352086,0.23104958451056798,1.6183606563382753,0.10558489571170845,0.9995555508712928
GENE_0150,357.21060243545054,0.04500257527310729,0.22573840812814563,0.19935719245242722,0.8419833437946642,0.9995555508712928
GENE_0151,384.91651109135876,0.12828713454599697,0.19230463523129757,0.6671037044515203,0.5047058940781741,0.9995555508712928
GENE_0152,383.1539127999106,0.019126160589059346,0.22132447230289942,0.08641683583405876,0.9311350639346451,0.9995555508712928
GENE_0153,373.527298718145,0.09384411221203343,0.23262039162672737,0.40342169298132596,0.6866380308770754,0.9995555508712928
GENE_0154,389.3011504104649,0.1022151970928824,0.20895555751802922,0.4891719478868755,0.6247199678192901,0.9995555508712928
GENE_0155,378.7706813106237,-0.00927202555281213,0.18887175158622305,-0.04909164803599176,0.9608462592856575,0.9995555508712928
GENE_0156,387.1619937323145,-0.053103049260937715,0.19469498089746418,-0.27274996518222705,0.785045423636809,0.9995555508712928
GENE_0157,386.48415351408164,-0.2936275912879573,0.24824332886066008,-1.1828216799846878,0.2368798264788904,0.9995555508712928
GENE_0158,364.001220442573,0.23955115223869644,0.2044533753073698,1.1716664099018252,0.24133101398984091,0.9995555508712928
GENE_0159,371.24614956200065,-0.30850766606339186,0.21541129082910554,-1.4321796451614202,0.15209241548678942,0.9995555508712928
GENE_0160,376.48432939431166,0.10181578579417369,0.20467093304345163,0.4974608962795816,0.6188640716625082,0.9995555508712928
GENE_0161,413.26913373854205,0.07459929067611677,0.17758449802563,0.4200777179624664,0.6744286796817945,0.9995555508712928
GENE_0162,394.694513781743,0.020961816011846563,0.19335765540237293,0.1084095479345025,0.9136708276182427,0.9995555508712928
GENE_0163,355.3168827710934,0.03519237606294687,0.20359824726919207,0.17285205808484425,0.8627677164132855,0.9995555508712928
GENE_0164,391.9956202076456,0.037125214782786506,0.22888645840859162,0.16219926264276083,0.8711489404372912,0.9995555508712928
GENE_0165,351.3521097369768,-0.19250783441829364,0.2189050235353502,-0.8794125932299869,0.37917760645630094,0.9995555508712928
GENE_0166,369.94228850176313,-0.19079815759090066,0.22228666082079068,-0.8583428123234245,0.3907031956729077,0.9995555508712928
GENE_0167,356.4605953012093,0.025676487096300955,0.20826148190750632,0.12328965904364624,0.9018777292472571,0.9995555508712928
GENE_0168,332.42436413285674,0.23827528726235553,0.227846530978548,1.04577096802404,0.2956667881254854,0.9995555508712928
GENE_0169,354.70576995132853,-0.1869020385794024,0.22200631638327842,-0.8418771214451803,0.39985673770839114,0.9995555508712928
GENE_0170,420.9927994564732,-0.010721375704074028,0.20595584667241804,-0.05205667077335685,0.958483537838606,0.9995555508712928
GENE_0171,369.10515065205453,0.0953797332164802,0.20543105034195244,0.4642907343252875,0.642439461521146,0.9995555508712928
GENE_0172,335.3981470453668,-0.05126849320189836,0.2386527192613065,-0.21482467646121087,0.8299040129968425,0.9995555508712928
GENE_0173,411.9749736601441,-0.03536882231923166,0.20631710676566,-0.1714294217948899,0.8638861219476395,0.9995555508712928
GENE_0174,356.4424189034329,0.129241908876663,0.2130042869752892,0.6067573132537772,0.544011980568777,0.9995555508712928
GENE_0175,402.9451916613127,-0.06933425091056218,0.20043963883967214,-0.3459108752736345,0.7294096953273069,0.9995555508712928
GENE_0176,372.72653446517893,-0.09794983787493691,0.21848439007975384,-0.44831503907067255,0.6539258484148562,0.9995555508712928
GENE_0177,396.1797053627663,0.08555006651114994,0.19400801002276716,0.4409615175224491,0.6592408566495942,0.9995555508712928
GENE_0178,378.456661414098,0.0693739076445974,0.2029883670143208,0.3417629722579279,0.7325292772985625,0.9995555508712928
GENE_0179,348.45034428395564,-0.37644560935310545,0.22333035133107149,-1.6855998618613706,0.09187289585214096,0.9995555508712928
GENE_0180,392.792205127832,0.10343460126948187,0.20238918468543263,0.511067829193774,0.6093035618175804,0.9995555508712928
GENE_0181,334.95505607984035,0.3400824475306714,0.2307902375646462,1.4735564689360465,0.1406010492274094,0.9995555508712928
GENE_0182,375.55808369230516,0.06815629981614452,0.21126435498578122,0.3226114496254309,0.7469895214766619,0.9995555508712928
GENE_0183,413.20710776594933,0.016843504656307854,0.214798174583777,0.07841549253826847,0.9374975502141627,0.9995555508712928
GENE_0184,369.3946649773723,0.23376123702753904,0.24415553811124435,0.9574275432615035,0.33835150183612106,0.9995555508712928
GENE_0185,367.6679686815647,-0.26738123109191886,0.2256732760875067,-1.1848156579613776,0.23609034032239196,0.9995555508712928
GENE_0186,343.0513388705556,0.07205643265953275,0.22332988264322523,0.3226457284027888,0.7469635580087193,0.9995555508712928
GENE_0187,383.6941052869191,-0.1300017157501191,0.22116696807907613,-0.5877989687123542,0.5566672363418625,0.9995555508712928
GENE_0188,372.9448316263572,0.09334488112015418,0.2316613611754412,0.4029367722201307,0.6869947388310733,0.9995555508712928
GENE_0189,378.8024724610514,0.08353642297507767,0.24369768393575833,0.34278710255243494,0.7317586294318732,0.9995555508712928
GENE_0190,368.12766183600155,0.15068339601970226,0.19907996904719483,0.7568988318658045,0.44911047526774406,0.9995555508712928
GENE_0191,354.7172332732755,0.19557444360005333,0.2112104083631394,0.9259697242940662,0.35446171434885365,0.9995555508712928
GENE_0192,374.0967759061595,-0.2728701624535655,0.21960253898165918,-1.2425637869166672,0.21402862136258782,0.9995555508712928
GENE_0193,358.64826390155343,0.009006569446882226,0.2323188916097473,0.03876813196066549,0.9690752527359306,0.9995555508712928
GENE_0194,380.5196709636197,-0.344506397220187,0.23007187484243638,-1.4973859688678617,0.134292857076988,0.9995555508712928
GENE_0195,381.0645291226345,0.33192742862807495,0.23312921238167605,1.42379166144416,0.15450679024069028,0.9995555508712928
GENE_0196,385.14002576603855,0.10136213330765588,0.21883607906651667,0.4631874859942367,0.6432299853196195,0.9995555508712928
GENE_0197,376.68824693153556,-0.046646250239181196,0.2214611947394548,-0.2106294526861001,0.8331764279397729,0.9995555508712928
GENE_0198,381.7563971107975,-0.08154178039287549,0.22666982448353504,-0.35973813708405,0.7190429694352771,0.9995555508712928
GENE_0199,366.69074771740424,0.10831614669798066,0.22353380404195328,0.4845627137345708,0.6279865681464671,0.9995555508712928
GENE_0200,385.7658787977034,-0.07678199227976258,0.20024306229823507,-0.3834439575509795,0.7013906158953536,0.9995555508712928
GENE_0201,365.9219230053874,-0.01667551452034477,0.20469617632722692,-0.08146470940271655,0.9350723893826853,0.9995555508712928
GENE_0202,365.4730540441903,-0.24565860557759006,0.2258609974045404,-1.0876539482272367,0.27674790499832713,0.9995555508712928
GENE_0203,380.5444943941122,0.14826973532703022,0.22893639961987022,0.6476459644391183,0.5172139609738835,0.9995555508712928
GENE_0204,397.8518785810768,0.12968689292195926,0.1833025058894736,0.707502018549364,0.4792545587310524,0.9995555508712928
GENE_0205,344.7542929617198,0.053475481742045076,0.2512612575087659,0.21282820229529198,0.8314609654011406,0.9995555508712928
GENE_0206,371.51165971113755,0.07467331219882906,0.2137846969004054,0.3492921302670072,0.726870005987027,0.9995555508712928
GENE_0207,373.04700437094965,0.4188588477315058,0.20990497564887886,1.9954688850833011,0.045991764447627016,0.9995555508712928
GENE_0208,387.2167926157487,-0.09414379369132816,0.23394109312812802,-0.40242521069082215,0.6873711193002325,0.9995555508712928
GENE_0209,416.86144362243414,-0.07244106160088366,0.19788156022403708,-0.36608293121838903,0.7143031937143671,0.9995555508712928
GENE_0210,379.1049039096142,0.18669844124056145,0.21840399987559808,0.8548306869237927,0.39264488709809997,0.9995555508712928
GENE_0211,395.8504347166418,0.00922295635496209,0.17007696356098925,0.05422813390982698,0.9567534060382935,0.9995555508712928
GENE_0212,380.54698753888886,0.03212584052039542,0.21317790792412536,0.1506996706798985,0.8802126330271682,0.9995555508712928
GENE_0213,335.5904473386595,0.37251289505923707,0.2220018539491091,1.677972000831266,0.0933525651120362,0.9995555508712928
GENE_0214,409.4856364649134,-0.18921488886715293,0.182831207325269,-1.0349157106999076,0.3007082768899919,0.9995555508712928
GENE_0215,348.61380544183913,0.08628202798844459,0.21336202286328804,0.40439262259774267,0.6859240243538817,0.9995555508712928
GENE_0216,392.6855537128441,-0.13391727418830393,0.20907459490718383,-0.640523896496152,0.5218320585327341,0.9995555508712928
GENE_0217,349.95157776701234,0.5516536267713505,0.24378398729608647,2.262878841592425,0.023643159026273577,0.9024106498577702
GENE_0218,356.51794762014134,0.06409656770092552,0.22312838811138627,0.2872631682747977,0.7739108221188458,0.9995555508712928
GENE_0219,385.53325475964607,-0.17156353771449417,0.19053944464481073,-0.9004095610455357,0.3679023345582608,0.9995555508712928
GENE_0220,358.66148518523727,-0.19759466047637128,0.23265023086648004,-0.8493207152232424,0.39570285706941355,0.9995555508712928
GENE_0221,367.8706518377314,-0.08247906794859099,0.24446294016701528,-0.33738884058353347,0.735823795939812,0.9995555508712928
GENE_0222,352.70987354086554,0.16477509496500095,0.22874182720519706,0.720354020855077,0.47130705180768684,0.9995555508712928
